s_id,year,on time,quality,after-sales service,final score,e_id
801,1997,73,86,73,81.45,VC139026495
802,1997,58,82,53,73.35,RI497058419
803,1997,83,99,99,94.2,CK689243685
804,1997,73,97,65,88.2,KH775751336
805,1997,88,62,55,69.45,YV997426383
806,1997,65,77,67,72.9,VW913801325
807,1997,74,60,59,64.15,SM665395424
808,1997,80,53,51,61.0,NK676784628
810,1997,68,100,86,89.7,CT258851409
812,1997,90,89,56,87.65,KE823384121
813,1997,72,97,53,87.3,TY760874265
814,1997,59,62,73,61.65,YV997426383
815,1997,81,54,86,63.7,MN005219252
816,1997,89,55,94,67.15,LS538502116
817,1997,84,94,78,90.2,MM484314278
818,1997,92,54,91,67.25,VC139026495
819,1997,62,67,69,65.6,CK689243685
820,1997,73,77,73,75.6,OC088063613
822,1997,94,73,63,78.8,NK676784628
824,1997,79,70,61,72.25,UT333656047
825,1997,80,83,94,82.65,VC139026495
826,1997,73,55,90,62.15,KH775751336
828,1997,81,85,75,83.3,TY760874265
830,1997,74,59,74,64.25,MM484314278
831,1997,64,80,87,75.55,LS538502116
832,1997,100,95,89,96.2,MN005219252
833,1997,70,71,56,69.95,RI497058419
834,1997,58,84,74,75.7,KE823384121
835,1997,54,65,58,61.35,CT258851409
836,1997,89,59,59,68.0,YV997426383
837,1997,93,50,53,63.05,MN005219252
838,1997,68,55,91,60.7,DZ316591599
840,1997,87,61,93,70.4,OC088063613
841,1997,95,86,85,88.65,RI497058419
842,1997,86,63,63,69.9,CT258851409
843,1997,53,64,90,62.0,HZ059479913
844,1997,99,77,62,82.85,KE823384121
845,1997,79,100,60,91.7,VD219938145
846,1997,69,66,83,67.75,BL164567666
847,1997,78,69,66,71.55,CK689243685
848,1997,82,50,90,61.6,KH775751336
849,1997,66,77,53,72.5,BL164567666
850,1997,57,94,69,81.65,NK676784628
851,1997,78,75,98,77.05,NK676784628
852,1997,50,54,90,54.6,OP572016011
854,1997,95,88,95,90.45,MN005219252
855,1997,64,86,74,78.8,TY760874265
856,1997,92,83,50,84.05,BL164567666
858,1997,51,97,72,81.95,LS538502116
860,1997,85,72,80,76.3,NK676784628
861,1997,65,87,57,78.9,LS538502116
862,1997,50,64,53,59.25,NK676784628
864,1997,85,53,87,64.3,VW913801325
865,1997,74,63,96,67.95,CT258851409
866,1997,74,67,60,68.75,UT333656047
867,1997,56,83,84,74.95,NK676784628
868,1997,91,63,69,71.7,KH775751336
869,1997,59,63,61,61.7,BL164567666
870,1997,94,66,89,75.55,CT258851409
871,1997,92,53,79,66.0,MN005219252
872,1997,60,54,60,56.1,LS538502116
873,1997,100,74,95,82.85,VC139026495
874,1997,96,50,71,64.85,MN005219252
875,1997,64,82,54,75.2,NK676784628
876,1997,100,87,68,89.95,CK689243685
878,1997,67,51,87,57.6,KE823384121
879,1997,95,52,71,65.85,YV997426383
880,1997,98,50,59,64.85,BL164567666
882,1997,81,86,88,84.6,VW913801325
884,1997,78,79,60,77.75,VC139026495
885,1997,96,90,77,91.15,PA105899991
886,1997,97,87,73,89.3,LS538502116
888,1997,87,89,62,87.05,OC088063613
889,1997,83,53,77,63.2,SM665395424
890,1997,80,88,67,84.55,SM665395424
891,1997,58,53,94,56.55,DZ316591599
892,1997,58,91,65,79.8,SM665395424
893,1997,70,72,64,71.0,OP572016011
894,1997,83,94,57,88.85,MN005219252
895,1997,95,65,91,75.3,SM665395424
896,1997,57,81,90,74.25,YV997426383
897,1997,87,56,68,65.9,MM484314278
898,1997,57,52,58,53.8,PA105899991
899,1997,50,63,96,60.75,VD219938145
900,1997,85,73,91,77.5,RI497058419
901,1997,91,95,94,93.75,YV997426383
902,1997,98,83,62,86.45,NK676784628
903,1997,55,66,60,62.4,CT258851409
904,1997,83,84,74,83.2,RI497058419
905,1997,83,74,78,76.9,MN005219252
906,1997,58,59,100,60.75,HZ059479913
908,1997,98,74,64,80.7,YV997426383
909,1997,92,97,75,94.4,HZ059479913
910,1997,92,80,68,83.0,KE823384121
912,1997,69,53,54,57.85,RI497058419
913,1997,80,85,77,83.1,MM484314278
914,1997,95,88,69,89.15,KE823384121
915,1997,89,77,94,81.45,TY760874265
916,1997,60,91,80,81.15,UT333656047
917,1997,83,52,88,63.1,CT258851409
918,1997,95,96,88,95.3,MN005219252
920,1997,60,81,57,73.5,CK689243685
921,1997,67,100,96,89.9,OC088063613
922,1997,82,50,92,61.7,YV997426383
923,1997,61,71,69,67.9,OC088063613
924,1997,70,79,70,75.85,DZ316591599
925,1997,52,89,93,78.1,LS538502116
926,1997,68,50,68,56.3,KE823384121
927,1997,60,92,95,82.55,SM665395424
928,1997,70,87,67,80.9,VD219938145
930,1997,68,73,67,71.2,DZ316591599
931,1997,72,65,100,68.85,TY760874265
932,1997,75,91,65,84.9,DZ316591599
933,1997,64,77,50,71.75,SM665395424
934,1997,88,71,90,77.05,OP572016011
935,1997,83,96,93,91.95,BL164567666
936,1997,86,53,90,64.75,DZ316591599
938,1997,53,55,66,54.95,OC088063613
939,1997,98,53,91,68.4,CT258851409
940,1997,85,63,77,70.3,MM484314278
942,1997,95,84,72,86.7,NK676784628
943,1997,54,55,53,54.6,OP572016011
944,1997,68,67,53,66.6,UT333656047
945,1997,63,55,83,58.8,VC139026495
946,1997,65,94,71,84.15,CT258851409
948,1997,55,69,97,66.2,BL164567666
949,1997,87,75,100,79.85,KH775751336
950,1997,97,75,61,80.9,MN005219252
951,1997,89,76,92,80.7,VD219938145
952,1997,88,99,92,95.35,LS538502116
954,1997,60,95,95,84.5,VD219938145
955,1997,56,77,67,70.2,PA105899991
956,1997,87,67,84,73.85,MM484314278
957,1997,67,92,56,82.7,TY760874265
958,1997,69,84,92,79.9,CT258851409
959,1997,75,80,56,77.3,OC088063613
960,1997,59,68,79,65.85,DZ316591599
961,1997,94,50,76,64.5,VC139026495
962,1997,63,84,51,76.05,VD219938145
963,1997,68,67,74,67.65,VD219938145
964,1997,69,57,54,60.45,MN005219252
965,1997,52,67,77,63.0,MN005219252
966,1997,88,64,80,72.0,UT333656047
968,1997,100,81,54,85.35,NK676784628
969,1997,53,85,98,76.05,VW913801325
970,1997,50,94,92,80.7,KH775751336
972,1997,87,72,84,77.1,LS538502116
973,1997,63,52,64,55.9,LS538502116
974,1997,50,84,78,73.5,MN005219252
975,1997,72,78,83,76.45,MM484314278
976,1997,68,98,53,86.75,OC088063613
978,1997,71,54,51,58.95,BL164567666
979,1997,68,95,82,86.25,YV997426383
980,1997,55,82,62,72.9,OC088063613
981,1997,63,83,51,75.4,NK676784628
982,1997,67,100,50,87.6,MN005219252
984,1997,82,66,76,71.3,UT333656047
985,1997,96,69,69,77.1,UT333656047
986,1997,71,62,94,66.3,MM484314278
987,1997,68,82,63,76.85,KE823384121
988,1997,76,87,80,83.35,PA105899991
989,1997,60,89,95,80.6,SM665395424
990,1997,66,78,73,74.15,MN005219252
992,1997,82,81,76,81.05,KH775751336
993,1997,53,54,81,55.05,SM665395424
994,1997,86,63,58,69.65,VW913801325
995,1997,90,64,82,72.7,NK676784628
996,1997,60,57,72,58.65,KE823384121
998,1997,72,76,99,75.95,VW913801325
999,1997,86,99,78,94.05,UT333656047
1000,1997,56,63,82,61.85,NK676784628
1001,1997,76,56,92,63.8,NK676784628
1002,1997,88,64,68,71.4,CT258851409
1003,1997,91,99,73,95.3,NK676784628
1004,1997,92,58,99,70.25,DZ316591599
1005,1997,61,56,95,59.45,VW913801325
1006,1997,90,98,82,94.8,UT333656047
1007,1997,91,66,66,73.5,OP572016011
1008,1997,53,92,58,78.6,NK676784628
1010,1997,74,64,94,68.5,DZ316591599
1011,1997,72,74,69,73.15,VC139026495
1012,1997,90,50,53,62.15,OP572016011
1014,1997,96,91,61,91.0,CT258851409
1015,1997,53,60,78,58.8,BL164567666
1016,1997,82,64,55,68.95,VC139026495
1017,1997,91,98,89,95.45,OC088063613
1018,1997,70,71,58,70.05,CT258851409
1020,1997,91,78,64,81.2,OP572016011
1022,1997,62,64,57,63.05,UT333656047
1023,1997,73,58,63,62.75,CK689243685
1024,1997,75,75,86,75.55,KE823384121
1025,1997,66,78,84,74.7,SM665395424
1026,1997,61,71,80,68.45,LS538502116
1027,1997,78,51,83,60.7,SM665395424
1028,1997,98,61,64,72.25,YV997426383
1029,1997,59,86,90,78.1,HZ059479913
1030,1997,55,69,65,64.6,NK676784628
1032,1997,77,55,98,63.75,HZ059479913
1034,1997,64,75,76,71.75,VW913801325
1035,1997,59,80,54,72.4,VC139026495
1036,1997,70,72,58,70.7,YV997426383
1037,1997,55,67,72,63.65,BL164567666
1038,1997,68,66,62,66.4,DZ316591599
1040,1997,55,96,89,83.35,CT258851409
1041,1997,75,64,95,68.85,OP572016011
1042,1997,69,83,100,79.65,MM484314278
1043,1997,76,92,51,85.15,OC088063613
1044,1997,51,93,97,80.6,VD219938145
1045,1997,94,64,57,72.65,OP572016011
1046,1997,93,62,53,70.85,RI497058419
1047,1997,57,50,87,53.95,TY760874265
1048,1997,99,83,66,86.95,CK689243685
1050,1997,98,70,83,79.05,VW913801325
1052,1997,70,97,73,87.7,CK689243685
1053,1997,74,63,72,66.75,YV997426383
1054,1997,70,93,81,85.5,HZ059479913
1055,1997,59,83,81,75.7,RI497058419
1056,1997,57,71,66,66.55,OC088063613
1057,1997,51,94,77,80.25,HZ059479913
1058,1997,57,92,81,80.95,BL164567666
1059,1997,59,68,85,66.15,PA105899991
1060,1997,69,65,58,65.85,MN005219252
1062,1997,61,61,93,62.6,OP572016011
1064,1997,90,76,95,81.15,UT333656047
1065,1997,93,63,72,72.45,CT258851409
1066,1997,81,57,83,65.5,KH775751336
1067,1997,52,73,77,66.9,LS538502116
1068,1997,92,79,88,83.35,TY760874265
1070,1997,51,62,78,59.5,CK689243685
1071,1997,65,54,91,59.15,DZ316591599
1072,1997,59,66,56,63.4,VW913801325
1073,1997,77,75,82,75.95,KH775751336
1074,1997,68,82,58,76.6,VC139026495
1075,1997,77,72,80,73.9,MN005219252
1076,1997,78,84,54,80.7,VW913801325
1077,1997,50,72,76,65.6,CT258851409
1078,1997,93,86,69,87.25,OP572016011
1079,1997,99,65,87,76.3,TY760874265
1080,1997,98,77,86,83.75,SM665395424
1081,1997,52,58,71,56.85,CT258851409
1082,1997,53,68,78,64.0,MM484314278
1083,1997,68,54,87,59.85,OP572016011
1084,1997,67,52,59,56.85,RI497058419
1085,1997,76,92,72,86.2,MM484314278
1086,1997,96,100,79,97.75,KE823384121
1088,1997,59,99,99,87.0,PA105899991
1089,1997,59,55,74,57.15,KE823384121
1090,1997,100,78,59,83.65,VC139026495
1092,1997,86,73,99,78.2,CT258851409
1094,1997,67,56,80,60.5,HZ059479913
1095,1997,93,90,95,91.15,OP572016011
1096,1997,52,57,50,55.15,LS538502116
1098,1997,63,68,70,66.6,OP572016011
1099,1997,68,54,100,60.5,PA105899991
1100,1997,80,79,70,78.85,VW913801325
1101,1997,55,56,81,56.95,BL164567666
1102,1997,79,62,79,67.95,MM484314278
1104,1997,50,54,98,55.0,OC088063613
1105,1997,92,61,94,71.95,VC139026495
1106,1997,85,68,60,72.7,KE823384121
1107,1997,82,68,79,72.75,VD219938145
1108,1997,75,50,91,59.55,PA105899991
1110,1997,96,97,82,95.95,MM484314278
1111,1997,51,77,85,69.6,BL164567666
1112,1997,60,53,53,55.1,BL164567666
1113,1997,66,51,64,56.15,DZ316591599
1114,1997,55,61,80,60.15,LS538502116
1115,1997,63,94,59,82.95,MM484314278
1116,1997,66,88,81,81.05,PA105899991
1118,1997,56,56,79,57.15,KE823384121
1119,1997,80,82,94,82.0,PA105899991
1120,1997,96,83,89,87.2,RI497058419
1121,1997,78,76,61,75.85,MM484314278
1122,1997,72,70,95,71.85,VC139026495
1124,1997,58,52,60,54.2,LS538502116
1125,1997,65,95,66,84.55,LS538502116
1126,1997,64,58,66,60.2,PA105899991
1127,1997,71,81,58,76.85,UT333656047
1128,1997,76,71,96,73.75,YV997426383
1130,1997,75,69,58,70.25,MN005219252
1131,1997,98,94,87,94.85,CT258851409
1132,1997,59,79,73,72.7,OC088063613
1133,1997,88,83,59,83.3,BL164567666
1134,1997,83,99,67,92.6,DZ316591599
1135,1997,50,99,78,83.25,CK689243685
1136,1997,63,74,74,70.7,VW913801325
1137,1997,68,80,70,75.9,OC088063613
1138,1997,98,59,94,72.45,SM665395424
1139,1997,90,88,87,88.55,CT258851409
1140,1997,70,62,89,65.75,UT333656047
1141,1997,72,62,76,65.7,BL164567666
1142,1997,76,74,80,74.9,KH775751336
1143,1997,97,80,56,83.9,OC088063613
1144,1997,91,92,65,90.35,BL164567666
1145,1997,53,58,66,56.9,MN005219252
1146,1997,73,53,81,60.4,BL164567666
1147,1997,94,54,71,66.85,HZ059479913
1148,1997,60,72,62,67.9,MM484314278
1149,1997,92,55,83,67.5,KE823384121
1150,1997,85,50,93,62.65,TY760874265
1152,1997,69,69,66,68.85,YV997426383
1154,1997,91,75,89,80.5,VW913801325
1155,1997,56,100,62,84.9,OP572016011
1156,1997,50,57,90,56.55,RI497058419
1157,1997,54,68,61,63.45,RI497058419
1158,1997,78,56,64,63.0,PA105899991
1159,1997,80,84,62,81.7,SM665395424
1160,1997,85,72,53,74.95,OC088063613
1161,1997,79,53,86,62.45,VD219938145
1162,1997,65,99,96,88.65,MM484314278
1164,1997,77,65,65,68.6,BL164567666
1165,1997,85,65,66,71.05,HZ059479913
1166,1997,90,72,57,76.65,TY760874265
1167,1997,56,58,83,58.65,VW913801325
1168,1997,61,99,63,85.8,VD219938145
1169,1997,99,59,100,73.05,MM484314278
1170,1997,71,76,93,75.35,HZ059479913
1172,1997,70,90,92,84.1,VW913801325
1173,1997,66,81,94,77.15,HZ059479913
1174,1997,79,98,89,91.85,NK676784628
1175,1997,76,73,86,74.55,RI497058419
1176,1997,71,98,55,87.75,TY760874265
1177,1997,50,81,61,70.7,MM484314278
1178,1997,76,97,69,89.3,VC139026495
1179,1997,81,59,85,66.9,HZ059479913
1180,1997,61,54,82,57.5,TY760874265
1182,1997,85,64,99,72.05,OC088063613
1183,1997,89,92,80,90.5,CK689243685
1184,1997,60,82,54,74.0,DZ316591599
1185,1997,57,56,85,57.75,VW913801325
1186,1997,90,71,89,77.6,UT333656047
1188,1997,55,64,98,63.0,TY760874265
1189,1997,98,83,79,87.3,RI497058419
1190,1997,67,59,89,62.9,DZ316591599
1191,1997,96,57,58,68.75,VD219938145
1192,1997,51,62,86,59.9,VD219938145
1194,1997,77,76,97,77.35,NK676784628
1195,1997,78,100,58,91.3,TY760874265
1196,1997,90,82,57,83.15,VW913801325
1197,1997,79,80,95,80.45,DZ316591599
1198,1997,81,68,89,72.95,KE823384121
1199,1997,59,57,83,58.9,RI497058419
1200,1997,98,96,56,94.6,MN005219252
1202,1997,86,54,60,63.9,MN005219252
1203,1997,60,69,84,67.05,CT258851409
1204,1997,99,70,70,78.7,NK676784628
1205,1997,67,88,92,81.9,OC088063613
1206,1997,79,81,60,79.35,CT258851409
1207,1997,59,57,100,59.75,PA105899991
1208,1997,62,73,55,68.8,VW913801325
1209,1997,66,65,83,66.2,UT333656047
1210,1997,54,82,57,72.35,RI497058419
1211,1997,51,53,80,53.75,CT258851409
1212,1997,55,89,60,77.35,PA105899991
1214,1997,75,81,76,78.95,OP572016011
1215,1997,75,68,78,70.6,CT258851409
1216,1997,64,88,94,81.1,HZ059479913
1218,1997,83,64,66,69.8,MM484314278
1219,1997,95,65,76,74.55,KH775751336
1220,1997,74,95,53,86.6,SM665395424
1221,1997,60,51,90,55.65,KE823384121
1222,1997,93,56,98,69.2,HZ059479913
1224,1997,63,100,64,87.1,UT333656047
1225,1997,89,58,61,67.45,YV997426383
1226,1997,61,99,88,87.05,UT333656047
1227,1997,79,56,85,64.35,RI497058419
1228,1997,64,53,94,58.35,VC139026495
1230,1997,95,62,97,73.65,VD219938145
1232,1997,88,52,80,64.2,LS538502116
1233,1997,58,79,60,71.75,BL164567666
1234,1997,70,86,74,80.6,UT333656047
1235,1997,54,53,96,55.45,KH775751336
1236,1997,99,93,73,93.8,VC139026495
1238,1997,80,67,70,71.05,VC139026495
1239,1997,50,64,52,59.2,MN005219252
1240,1997,95,89,82,90.45,SM665395424
1241,1997,71,66,57,67.05,LS538502116
1242,1997,68,100,88,89.8,PA105899991
1243,1997,52,54,59,53.65,NK676784628
1244,1997,55,92,58,79.2,YV997426383
1245,1997,75,60,73,65.15,SM665395424
1246,1997,66,71,66,69.25,VD219938145
1247,1997,60,83,99,76.9,UT333656047
1248,1997,89,60,100,70.7,UT333656047
1250,1997,67,98,97,88.65,LS538502116
1251,1997,78,55,87,63.5,VC139026495
1252,1997,57,80,82,73.2,PA105899991
1253,1997,93,68,51,74.65,HZ059479913
1254,1997,65,97,64,85.75,UT333656047
1255,1997,85,86,74,85.1,SM665395424
1256,1997,94,53,60,65.65,NK676784628
1257,1997,88,75,71,78.7,CT258851409
1258,1997,58,73,69,68.3,RI497058419
1260,1997,50,52,99,53.75,BL164567666
1261,1997,50,63,52,58.55,KE823384121
1262,1997,76,67,86,70.65,LS538502116
1263,1997,53,95,87,82.0,VC139026495
1264,1997,89,54,100,66.8,MN005219252
1265,1997,97,61,79,72.7,DZ316591599
1266,1997,79,95,63,88.6,KE823384121
1267,1997,99,67,97,78.1,OC088063613
1268,1997,61,64,54,62.6,SM665395424
1269,1997,56,93,87,81.6,OP572016011
1270,1997,92,62,85,72.15,KE823384121
1271,1997,84,98,82,93.0,PA105899991
1272,1997,99,94,75,94.55,VW913801325
1273,1997,86,99,80,94.15,MN005219252
1274,1997,65,53,77,57.8,VD219938145
1275,1997,74,92,76,85.8,KH775751336
1276,1997,96,53,64,66.45,KH775751336
1278,1997,66,77,94,74.55,HZ059479913
1280,1997,88,51,79,63.5,UT333656047
1281,1997,83,100,74,93.6,BL164567666
1282,1997,89,56,61,66.15,VD219938145
1284,1997,53,81,54,71.25,TY760874265
1285,1997,51,88,77,76.35,RI497058419
1286,1997,61,72,87,69.45,SM665395424
1287,1997,70,77,78,74.95,RI497058419
1288,1997,69,57,75,61.5,HZ059479913
1290,1997,60,95,57,82.6,VD219938145
1292,1997,79,81,75,80.1,CT258851409
1293,1997,76,72,73,73.25,CT258851409
1294,1997,51,84,89,74.35,PA105899991
1295,1997,56,85,72,75.65,OC088063613
1296,1997,61,76,83,71.85,TY760874265
1298,1997,79,95,57,88.3,MM484314278
1299,1997,88,93,100,91.85,VW913801325
1300,1997,71,71,85,71.7,UT333656047
1302,1997,57,73,85,68.8,RI497058419
1304,1997,96,57,81,69.9,RI497058419
1305,1997,65,77,56,72.35,RI497058419
1306,1997,50,96,60,80.4,RI497058419
1308,1997,82,53,60,62.05,CT258851409
1309,1997,95,91,96,92.45,MM484314278
1310,1997,65,57,66,59.85,HZ059479913
1311,1997,79,62,58,66.9,PA105899991
1312,1997,93,77,59,80.9,PA105899991
1313,1997,86,90,93,88.95,MM484314278
1314,1997,91,79,80,82.65,BL164567666
1315,1997,65,65,61,64.8,VC139026495
1316,1997,75,59,81,64.9,LS538502116
1317,1997,95,69,88,77.75,VW913801325
1318,1997,74,67,84,69.95,HZ059479913
1320,1997,92,65,71,73.4,OP572016011
1322,1997,72,94,64,85.9,TY760874265
1323,1997,98,75,87,82.5,CK689243685
1324,1997,60,87,82,78.65,UT333656047
1325,1997,89,88,68,87.3,DZ316591599
1326,1997,71,89,84,83.35,OP572016011
1328,1997,79,92,64,86.7,HZ059479913
1329,1997,53,51,67,52.4,VD219938145
1330,1997,97,52,59,65.85,KE823384121
1331,1997,53,89,66,77.05,DZ316591599
1332,1997,65,73,64,70.15,MN005219252
1333,1997,78,61,76,66.85,YV997426383
1334,1997,75,78,55,75.95,OC088063613
1335,1997,52,64,80,61.2,VW913801325
1336,1997,52,81,60,71.25,TY760874265
1337,1997,94,58,50,68.4,DZ316591599
1338,1997,96,88,100,91.0,OP572016011
1339,1997,94,87,90,89.25,OC088063613
1340,1997,55,74,60,67.6,TY760874265
1341,1997,98,54,84,68.7,HZ059479913
1342,1997,68,53,66,58.15,RI497058419
1343,1997,55,72,88,67.7,VD219938145
1344,1997,90,67,68,73.95,VC139026495
1345,1997,96,73,69,79.7,CK689243685
1346,1997,95,77,80,82.55,VW913801325
1347,1997,99,58,92,72.0,DZ316591599
1348,1997,67,63,63,64.2,KE823384121
1349,1997,64,96,68,85.0,KE823384121
1350,1997,84,69,85,74.3,VW913801325
1351,1997,56,88,73,77.65,LS538502116
1352,1997,63,60,66,61.2,VD219938145
1353,1997,97,86,89,89.45,YV997426383
1354,1997,56,77,54,69.55,MN005219252
1355,1997,60,93,99,83.4,UT333656047
1356,1997,88,92,96,91.0,PA105899991
1357,1997,96,84,80,87.4,VW913801325
1358,1997,68,89,73,81.9,KH775751336
1359,1997,96,89,89,91.1,SM665395424
1360,1997,70,73,73,72.1,MN005219252
1362,1997,52,96,85,82.25,CK689243685
1363,1997,94,53,89,67.1,DZ316591599
1364,1997,63,54,59,56.95,MM484314278
1365,1997,58,63,82,62.45,YV997426383
1366,1997,58,53,74,55.55,HZ059479913
1368,1997,94,97,70,94.75,MN005219252
1369,1997,64,63,66,63.45,DZ316591599
1370,1997,84,75,66,77.25,OC088063613
1371,1997,68,59,54,61.45,TY760874265
1372,1997,62,96,58,83.9,OC088063613
1374,1997,97,93,65,92.8,UT333656047
1375,1997,83,58,82,66.7,BL164567666
1376,1997,62,67,90,66.65,RI497058419
1377,1997,70,61,91,65.2,VW913801325
1378,1997,91,56,55,66.45,TY760874265
1379,1997,76,81,99,80.4,NK676784628
1380,1997,62,97,78,85.55,OP572016011
1382,1997,66,99,78,88.05,CT258851409
1383,1997,96,85,57,86.9,NK676784628
1384,1997,85,76,93,79.55,CT258851409
1385,1997,68,96,75,86.55,PA105899991
1386,1997,76,82,96,80.9,PA105899991
1387,1997,92,65,85,74.1,NK676784628
1388,1997,75,93,56,85.75,KH775751336
1389,1997,72,80,78,77.5,OP572016011
1390,1997,81,76,99,78.65,CT258851409
1391,1997,92,60,97,71.45,VW913801325
1392,1997,91,59,73,69.3,VW913801325
1393,1997,78,91,96,87.35,MN005219252
1394,1997,59,89,52,78.15,YV997426383
1395,1997,65,97,66,85.85,VC139026495
1396,1997,74,81,94,79.55,CT258851409
1397,1997,53,52,98,54.6,KH775751336
1398,1997,86,50,94,63.0,RI497058419
1400,1997,84,64,71,70.35,VW913801325
1401,1997,65,65,65,65.0,LS538502116
1402,1997,64,57,85,60.5,BL164567666
1403,1997,83,70,75,74.15,CT258851409
1404,1997,66,84,84,78.6,OC088063613
1405,1997,99,92,97,94.35,DZ316591599
1406,1997,68,75,67,72.5,YV997426383
1407,1997,94,87,80,88.75,VC139026495
1408,1997,71,90,91,84.35,RI497058419
1410,1997,74,87,56,81.55,KH775751336
1411,1997,74,63,60,66.15,MM484314278
1412,1997,58,64,79,62.95,OC088063613
1413,1997,72,90,74,83.8,CT258851409
1414,1997,95,78,51,81.75,VW913801325
1415,1997,70,68,53,67.85,KH775751336
1416,1997,90,81,92,84.25,VD219938145
1417,1997,58,89,96,80.05,UT333656047
1418,1997,65,76,92,73.5,KE823384121
1419,1997,64,62,65,62.75,CT258851409
1420,1997,54,59,53,57.2,HZ059479913
1421,1997,57,99,79,85.4,SM665395424
1422,1997,59,59,93,60.7,KH775751336
1424,1997,52,57,78,56.55,YV997426383
1425,1997,81,99,81,92.7,VW913801325
1426,1997,78,89,67,84.6,MM484314278
1428,1997,70,90,93,84.15,PA105899991
1430,1997,70,59,93,64.0,BL164567666
1431,1997,65,53,88,58.35,OP572016011
1432,1997,57,64,57,61.55,KH775751336
1434,1997,92,58,87,69.65,NK676784628
1435,1997,65,93,77,83.8,LS538502116
1436,1997,67,56,76,60.3,VC139026495
1437,1997,54,52,60,53.0,LS538502116
1438,1997,63,84,56,76.3,CT258851409
1440,1997,88,59,86,69.05,HZ059479913
1441,1997,63,69,70,67.25,SM665395424
1442,1997,64,87,58,78.65,MM484314278
1443,1997,70,58,71,62.25,VC139026495
1444,1997,79,62,67,67.35,CT258851409
1445,1997,98,54,50,67.0,VC139026495
1446,1997,83,80,79,80.85,CT258851409
1448,1997,84,63,75,69.9,KE823384121
1449,1997,91,50,98,64.7,RI497058419
1450,1997,56,64,78,62.3,OP572016011
1452,1997,62,73,96,70.85,CK689243685
1454,1997,53,71,71,65.6,VW913801325
1455,1997,83,88,82,86.2,KE823384121
1456,1997,51,97,86,82.65,MM484314278
1457,1997,80,50,90,61.0,VW913801325
1458,1997,52,82,66,72.2,VD219938145
1460,1997,77,81,91,80.3,RI497058419
1461,1997,89,87,97,88.1,KE823384121
1462,1997,90,50,76,63.3,KE823384121
1463,1997,58,90,82,80.0,BL164567666
1464,1997,89,91,66,89.15,OP572016011
1465,1997,74,94,69,86.75,VC139026495
1466,1997,85,65,97,72.6,BL164567666
1467,1997,58,65,74,63.35,DZ316591599
1468,1997,82,98,89,92.75,DZ316591599
1469,1997,58,55,70,56.65,VW913801325
1470,1997,62,62,96,63.7,KH775751336
1472,1997,85,53,100,64.95,YV997426383
1473,1997,71,67,51,67.4,MN005219252
1474,1997,98,90,85,92.15,LS538502116
1475,1997,100,95,50,94.25,LS538502116
1476,1997,74,72,96,73.8,MN005219252
1477,1997,91,65,92,74.15,NK676784628
1478,1997,94,72,72,78.6,PA105899991
1479,1997,57,87,90,78.15,VC139026495
1480,1997,71,65,62,66.65,LS538502116
1482,1997,83,56,66,64.6,DZ316591599
1484,1997,68,98,60,87.1,NK676784628
1485,1997,95,86,93,89.05,VW913801325
1486,1997,61,91,94,82.15,KH775751336
1488,1997,51,80,81,71.35,UT333656047
1490,1997,99,68,71,77.45,OP572016011
1491,1997,71,80,60,76.3,BL164567666
1492,1997,78,78,55,76.85,VD219938145
